ID,NUMBER,NAME,TYPE1,TYPE2,COLOR,GENERATION,HEIGHT,WEIGHT,HP,ATK,DEF,SP_ATK,SP_DEF,SPD,OVERX,OVERY,BIG,SPRITEX,SPRITEY,ABILITY,EVO
774V,774,Minior,Rock,Flying,Blue,7,0.3,0.3,60,100,60,100,60,120,7,7,0,9,1,198_-1_-1,
877H,877,Morpeko,Electric,Dark,Purple,8,0.3,3,58,95,58,70,58,97,5,1,0,9,4,86_-1_-1,
25F,25,Pikachu,Electric,,Yellow,1,0.4,6,35,55,40,50,50,90,7,4,0,9,5,216_-1_112,26F_Raichu_Item_172;26A_Raichu_ItemAlolan_172
25OC,25,Pikachu,Electric,,Yellow,1,0.4,6,35,55,40,50,50,90,7,5,0,9,6,216_-1_112,
25HC,25,Pikachu,Electric,,Yellow,1,0.4,6,35,55,40,50,50,90,7,7,0,10,0,216_-1_112,
25SC,25,Pikachu,Electric,,Yellow,1,0.4,6,35,55,40,50,50,90,7,6,0,10,1,216_-1_112,
25UC,25,Pikachu,Electric,,Yellow,1,0.4,6,35,55,40,50,50,90,7,8,0,10,2,216_-1_112,
25KC,25,Pikachu,Electric,,Yellow,1,0.4,6,35,55,40,50,50,90,8,0,0,10,3,216_-1_112,
25AC,25,Pikachu,Electric,,Yellow,1,0.4,6,35,55,40,50,50,90,8,1,0,10,4,216_-1_112,
25PC,25,Pikachu,Electric,,Yellow,1,0.4,6,35,55,40,50,50,90,8,2,0,10,5,216_-1_112,
668F,668,Pyroar,Fire,Normal,Brown,6,1.5,81.5,86,68,72,109,66,106,2,4,0,8,4,177_251_132,
898I,898,Calyrex,Psychic,Ice,White,8,2.4,809.1,100,165,150,85,130,50,8,4,0,11,6,10_-1_-1,
898S,898,Calyrex,Psychic,Ghost,Black,8,2.4,53.6,100,85,80,165,100,150,8,5,0,11,7,10_-1_-1,
902F,902,Basculegion,Water,Ghost,Green,8,3,110,120,92,65,100,75,78,6,3,0,12,9,171_1_129,
593F,593,Jellicent,Water,Ghost,White,5,2.2,135,100,60,70,85,105,60,6,4,0,12,10,257_35_37,
3F,3,Venusaur,Grass,Poison,Green,1,2,100,80,82,83,100,100,80,1,2,0,11,6,143_-1_24,
12F,12,Butterfree,Bug,Flying,White,1,1.1,32,60,45,50,90,80,70,0,2,0,9,3,30_-1_240,
19F,19,Rattata,Normal,,Purple,1,0.3,3.5,30,56,35,25,35,72,0,4,0,12,3,181_79_87,20F_Raticate_Level_20
20F,20,Raticate,Normal,,Brown,1,0.7,18.5,55,81,60,50,70,97,0,5,0,12,4,181_79_87,
26F,26,Raichu,Electric,,Yellow,1,0.8,30,60,90,55,90,80,110,0,6,0,10,6,216_-1_112,
41F,41,Zubat,Poison,Flying,Purple,1,0.8,7.5,40,45,35,30,40,55,1,3,0,5,5,99_-1_97,42F_Golbat_Level_22
42F,42,Golbat,Poison,Flying,Purple,1,1.6,55,75,80,70,65,75,90,1,4,0,5,6,99_-1_97,169_Crobat_Happiness_220
44F,44,Gloom,Grass,Poison,Blue,1,0.8,8.6,60,65,70,85,75,40,0,5,0,11,7,24_-1_221,45F_Vileplume_Item_153;182_Bellossom_Item_169
45F,45,Vileplume,Grass,Poison,Red,1,1.2,18.6,75,80,85,110,90,50,0,6,0,12,0,24_-1_53,
64F,64,Kadabra,Psychic,,Brown,1,1.3,56.5,40,35,30,120,70,105,0,1,0,11,8,233_99_118,65F_Alakazam_Trade_0
65F,65,Alakazam,Psychic,,Brown,1,1.5,48,55,50,45,135,95,120,0,2,0,12,0,233_99_118,
84F,84,Doduo,Normal,Flying,Brown,1,1.4,39.2,35,85,45,35,35,75,1,2,0,12,5,181_52_234,85F_Dodrio_Level_31
85F,85,Dodrio,Normal,Flying,Brown,1,1.8,85.2,60,110,70,60,60,110,1,3,0,12,6,181_52_234,
97F,97,Hypno,Psychic,,Yellow,1,1.6,75.6,85,73,70,73,115,67,0,8,0,12,1,100_65_99,
111F,111,Rhyhorn,Ground,Rock,Grey,1,1,115,80,85,95,30,30,25,1,3,0,7,0,112_179_173,112F_Rhydon_Level_42
112F,112,Rhydon,Ground,Rock,Grey,1,1.9,120,105,130,120,45,45,40,1,4,0,7,1,112_179_173,464F_Rhyperior_TradeItem_160
118F,118,Goldeen,Water,,Red,1,0.6,15,45,67,60,35,50,63,1,10,0,13,0,231_260_112,119F_Seaking_Level_33
119F,119,Seaking,Water,,Red,1,1.3,39,80,92,65,65,80,68,1,11,0,13,1,231_260_112,
123F,123,Scyther,Bug,Flying,Green,1,1.5,56,70,110,80,55,80,105,1,2,0,9,4,229_236_217,212F_Scizor_TradeItem_251;900_Kleavor_Item_627
129F,129,Magikarp,Water,,Red,1,0.9,10,20,10,55,15,20,80,2,2,0,13,2,231_-1_171,130F_Gyarados_Level_20
130F,130,Gyarados,Water,Flying,Blue,1,6.5,235,95,125,79,60,100,81,2,3,0,13,3,101_-1_132,
154F,154,Meganium,Grass,,Green,2,1.8,100.5,80,82,100,83,100,80,6,5,0,12,1,143_-1_108,
165F,165,Ledyba,Bug,Flying,Red,2,1,10.8,40,20,30,40,80,55,1,5,0,9,5,229_52_171,166F_Ledian_Level_18
166F,166,Ledian,Bug,Flying,Red,2,1.4,35.6,55,35,50,55,110,85,1,6,0,9,6,229_52_104,
178F,178,Xatu,Psychic,Flying,Green,2,1.5,15,65,75,70,95,70,95,1,4,0,12,2,233_52_117,
185F,185,Sudowoodo,Rock,,Brown,2,1.2,38,70,100,115,30,65,30,1,5,0,9,2,225_179_171,
186F,186,Politoed,Water,,Green,2,1.1,33.9,90,75,75,90,100,70,3,2,0,13,4,257_37_49,
190F,190,Aipom,Normal,,Purple,2,0.6,11.5,55,70,55,40,55,85,2,7,0,12,7,181_149_200,424F_Ambipom_HasMove_Double Hit
194F,194,Wooper,Water,Ground,Blue,2,0.4,8.5,55,45,45,25,25,15,3,3,0,13,5,37_257_249,195F_Quagsire_Level_20
195F,195,Quagsire,Water,Ground,Blue,2,1.4,75,95,85,85,65,65,35,3,4,0,13,6,37_257_249,
198F,198,Murkrow,Dark,Flying,Black,2,0.5,2.1,60,85,42,85,42,91,0,5,0,6,6,100_227_158,430_Honchkrow_Item_145
202F,202,Wobbuffet,Psychic,,Blue,2,1.3,28.5,190,33,58,33,58,33,4,2,0,12,3,193_-1_237,
203F,203,Girafarig,Normal,Psychic,Yellow,2,1.5,41.5,70,80,65,90,65,85,2,8,0,12,8,99_52_187,
207F,207,Gligar,Ground,Flying,Purple,2,1.1,64.8,65,75,105,35,65,85,2,0,0,7,2,89_186_95,472_Gliscor_NightHoldItem_162
208F,208,Steelix,Steel,Ground,Grey,2,9.2,400,75,85,200,55,65,30,4,2,1,6,4,179_225_195,
212F,212,Scizor,Bug,Steel,Red,2,1.8,118,70,130,100,55,80,65,2,3,0,9,7,229_236_111,
214F,214,Heracross,Bug,Fighting,Blue,2,1.5,54,80,125,75,40,95,85,8,7,0,9,8,229_79_132,
215F,215,Sneasel,Dark,Ice,Black,2,0.9,28,55,95,55,35,75,115,0,6,0,7,0,99_106_148,461F_Weavile_NightHoldItem_182
215HF,215,Sneasel,Fighting,Poison,Grey,8,0.9,27,55,95,55,35,75,115,7,0,0,7,2,99_106_154,903_Sneasler_DayHoldItem_182
217F,217,Ursaring,Normal,,Brown,2,1.8,125.8,90,130,75,75,75,55,3,0,0,12,9,79_169_251,901_Ursaluna_ItemNight_539
221F,221,Piloswine,Ice,Ground,Brown,2,1.1,55.8,100,100,80,60,60,50,1,2,0,8,0,141_204_239,473F_Mamoswine_HasMove_Ancient Power
224F,224,Octillery,Water,,Red,2,0.9,28.5,75,105,75,105,75,45,3,9,0,13,7,226_203_130,
229F,229,Houndoom,Dark,Fire,Black,2,1.4,35,75,90,50,110,80,95,1,1,0,7,1,52_60_251,
232F,232,Donphan,Ground,,Grey,2,1.1,120,90,120,120,60,60,50,2,2,0,7,3,225_-1_186,
255F,255,Torchic,Fire,,Red,3,0.4,2.5,45,60,40,70,50,45,2,5,0,8,5,20_-1_210,256F_Combusken_Level_16
256F,256,Combusken,Fire,Fighting,Red,3,0.9,19.5,60,85,60,85,60,55,2,6,0,8,6,20_-1_210,257F_Blaziken_Level_36
257F,257,Blaziken,Fire,Fighting,Red,3,1.9,52,80,120,70,110,70,80,2,7,0,8,7,20_-1_210,
267F,267,Beautifly,Bug,Flying,Yellow,3,1,28.4,60,70,50,100,50,65,3,1,0,10,0,229_-1_177,
269F,269,Dustox,Bug,Poison,Green,3,1.2,31.6,60,50,70,50,90,65,3,3,0,10,1,197_-1_30,
272F,272,Ludicolo,Water,Grass,Green,3,1.5,55,80,70,70,90,100,70,4,7,0,13,8,231_170_144,
274F,274,Nuzleaf,Grass,Dark,Brown,3,1,28,70,70,40,60,40,60,2,8,0,12,2,24_52_148,275F_Shiftry_Item_153
275F,275,Shiftry,Grass,Dark,Brown,3,1.3,59.6,90,100,60,90,60,80,2,9,0,12,3,24_52_148,
307F,307,Meditite,Fighting,Psychic,Blue,3,0.6,11.2,30,40,55,40,55,60,2,0,0,7,3,166_-1_237,308F_Medicham_Level_37
308F,308,Medicham,Fighting,Psychic,Red,3,1.3,31.5,60,60,75,60,75,80,2,1,0,7,4,166_-1_237,
315F,315,Roselia,Grass,Poison,Green,3,0.3,2,50,60,45,100,80,65,3,2,0,12,4,136_153_108,407F_Roserade_Item_166
316F,316,Gulpin,Poison,,Green,3,0.4,10.3,70,43,53,43,53,40,3,4,0,6,0,114_222_72,317F_Swalot_Level_26
317F,317,Swalot,Poison,,Purple,3,1.7,80,100,73,83,73,83,55,4,0,0,6,1,114_222_72,
322F,322,Numel,Fire,Ground,Yellow,3,0.7,24,60,60,40,65,45,35,3,0,0,9,0,141_199_144,323F_Camerupt_Level_33
323F,323,Camerupt,Fire,Ground,Red,3,1.9,220,70,100,70,105,75,40,3,1,0,9,1,120_207_6,
332F,332,Cacturne,Grass,Dark,Green,3,1.3,77.4,70,115,60,115,60,55,3,4,0,12,5,186_-1_257,
350F,350,Milotic,Water,,Pink,3,6.2,162,95,60,79,100,125,81,5,8,0,13,9,122_29_36,
369F,369,Relicanth,Water,Rock,Grey,3,1,23.4,100,90,130,45,65,55,6,1,0,13,10,231_-1_225,
396F,396,Starly,Normal,Flying,Brown,4,0.3,2,40,55,30,30,30,60,5,2,0,13,0,106_-1_173,397F_Staravia_Level_14
397F,397,Staravia,Normal,Flying,Brown,4,0.6,15.5,55,75,50,40,40,80,5,3,0,13,1,106_-1_173,398F_Staraptor_Level_34
398F,398,Staraptor,Normal,Flying,Brown,4,1.2,24.9,85,120,70,50,60,100,5,4,0,13,2,106_-1_173,
399F,399,Bidoof,Normal,,Brown,4,0.5,20,59,45,40,35,40,31,5,5,0,13,3,199_249_130,400F_Bibarel_Level_15
400F,400,Bibarel,Normal,Water,Brown,4,1,31.5,79,85,60,55,60,71,5,6,0,13,4,199_249_130,
401F,401,Kricketot,Bug,,Red,4,0.3,2.2,37,25,41,25,41,25,4,2,0,10,2,194_-1_181,402F_Kricketune_Level_10
402F,402,Kricketune,Bug,,Red,4,1,25.5,77,85,51,55,51,65,4,3,0,10,3,229_-1_236,
403F,403,Shinx,Electric,,Blue,4,0.5,9.5,45,65,34,40,34,45,3,0,0,11,0,177_101_79,404F_Luxio_Level_15
404F,404,Luxio,Electric,,Blue,4,0.9,30.5,60,85,49,60,49,60,3,1,0,11,1,177_101_79,405F_Luxray_Level_30
405F,405,Luxray,Electric,,Blue,4,1.4,42,80,120,79,95,79,70,3,2,0,11,2,177_101_79,
407F,407,Roserade,Grass,Poison,Green,4,0.9,14.5,60,70,65,125,105,90,4,0,0,12,6,136_153_236,
415F,415,Combee,Bug,Flying,Yellow,4,0.3,5.5,30,30,42,30,42,70,5,2,0,10,4,84_-1_87,416_Vespiquen_LevelFemale_21
417F,417,Pachirisu,Electric,,White,4,0.4,3.9,60,45,70,45,90,95,3,3,0,11,3,181_149_255,
418F,418,Buizel,Water,,Brown,4,0.7,29.5,55,65,35,60,30,85,6,8,0,14,0,231_-1_260,419F_Floatzel_Level_26
419F,419,Floatzel,Water,,Brown,4,1.1,33.5,85,105,55,85,50,115,6,9,0,14,1,231_-1_260,
424F,424,Ambipom,Normal,,Purple,4,1.2,20.3,75,100,66,60,66,115,5,7,0,13,5,236_149_200,
443F,443,Gible,Dragon,Ground,Blue,4,0.7,20.5,58,70,45,40,45,42,2,0,0,6,5,186_-1_180,444F_Gabite_Level_24
444F,444,Gabite,Dragon,Ground,Blue,4,1.4,56,68,90,65,50,55,82,2,1,0,7,0,186_-1_180,445F_Garchomp_Level_48
445F,445,Garchomp,Dragon,Ground,Blue,4,1.9,95,108,130,95,80,85,102,2,2,0,7,1,186_-1_180,
449F,449,Hippopotas,Ground,,Brown,4,0.8,49.5,68,72,78,38,42,32,2,5,0,7,4,185_-1_182,450F_Hippowdon_Level_34
450F,450,Hippowdon,Ground,,Brown,4,2,300,108,112,118,68,72,47,3,5,0,7,5,185_-1_182,
453F,453,Croagunk,Poison,Fighting,Blue,4,0.7,23,48,61,40,61,40,50,5,1,0,6,2,7_51_154,454F_Toxicroak_Level_37
454F,454,Toxicroak,Poison,Fighting,Blue,4,1.3,44.4,83,106,65,86,65,85,5,2,0,6,3,7_51_154,
456F,456,Finneon,Water,,Blue,4,0.4,7,49,49,56,49,61,66,7,2,0,14,2,231_223_260,457F_Lumineon_Level_31
457F,457,Lumineon,Water,,Blue,4,1.2,24,69,69,76,69,86,91,7,3,0,14,3,231_223_260,
459F,459,Snover,Grass,Ice,White,4,1,50.5,60,62,50,62,60,40,4,5,0,12,7,205_-1_209,460F_Abomasnow_Level_40
460F,460,Abomasnow,Grass,Ice,White,4,2.2,135.5,90,92,75,92,85,60,4,6,0,13,0,205_-1_209,
461F,461,Weavile,Dark,Ice,Black,4,1.1,34,70,120,65,45,85,125,2,5,0,7,2,159_-1_148,
464F,464,Rhyperior,Ground,Rock,Grey,4,2.4,282.8,115,140,130,55,55,40,4,2,0,8,0,112_207_173,
465F,465,Tangrowth,Grass,,Blue,4,2,128.6,100,100,125,110,50,50,4,8,0,13,1,24_108_175,
473F,473,Mamoswine,Ice,Ground,Brown,4,2.5,291,110,130,80,70,60,80,3,4,0,8,1,141_204_239,
521F,521,Unfezant,Normal,Flying,Grey,5,1.2,29,80,115,80,65,55,93,0,0,3,13,6,19_227_177,
493Fig,493,Arceus,Fighting,,White,4,3.2,320,120,120,120,120,120,120,4,3,1,7,5,134_-1_-1,
493Fly,493,Arceus,Flying,,White,4,3.2,320,120,120,120,120,120,120,4,4,1,2,2,134_-1_-1,
493Poi,493,Arceus,Poison,,White,4,3.2,320,120,120,120,120,120,120,4,5,1,6,4,134_-1_-1,
493Gro,493,Arceus,Ground,,White,4,3.2,320,120,120,120,120,120,120,4,6,1,8,1,134_-1_-1,
493Roc,493,Arceus,Rock,,White,4,3.2,320,120,120,120,120,120,120,5,0,1,9,3,134_-1_-1,
493Bug,493,Arceus,Bug,,White,4,3.2,320,120,120,120,120,120,120,5,1,1,10,5,134_-1_-1,
493Gho,493,Arceus,Ghost,,White,4,3.2,320,120,120,120,120,120,120,5,2,1,7,1,134_-1_-1,
493Ste,493,Arceus,Steel,,White,4,3.2,320,120,120,120,120,120,120,5,3,1,6,5,134_-1_-1,
493Fir,493,Arceus,Fire,,White,4,3.2,320,120,120,120,120,120,120,5,4,1,9,2,134_-1_-1,
493Wat,493,Arceus,Water,,White,4,3.2,320,120,120,120,120,120,120,5,5,1,14,4,134_-1_-1,
493Gra,493,Arceus,Grass,,White,4,3.2,320,120,120,120,120,120,120,5,6,1,13,2,134_-1_-1,
493Ele,493,Arceus,Electric,,White,4,3.2,320,120,120,120,120,120,120,6,0,1,11,4,134_-1_-1,
493Psy,493,Arceus,Psychic,,White,4,3.2,320,120,120,120,120,120,120,6,1,1,12,4,134_-1_-1,
493Ice,493,Arceus,Ice,,White,4,3.2,320,120,120,120,120,120,120,6,2,1,8,2,134_-1_-1,
493Dra,493,Arceus,Dragon,,White,4,3.2,320,120,120,120,120,120,120,6,3,1,7,2,134_-1_-1,
493Dar,493,Arceus,Dark,,White,4,3.2,320,120,120,120,120,120,120,6,4,1,7,3,134_-1_-1,
493Fai,493,Arceus,Fairy,,White,4,3.2,320,120,120,120,120,120,120,6,5,1,7,2,134_-1_-1,
649S,649,Genesect,Bug,Steel,Purple,5,1.5,82.5,71,120,95,120,95,99,9,3,0,10,6,47_-1_-1,
649B,649,Genesect,Bug,Steel,Purple,5,1.5,82.5,71,120,95,120,95,99,9,4,0,10,7,47_-1_-1,
649C,649,Genesect,Bug,Steel,Purple,5,1.5,82.5,71,120,95,120,95,99,9,5,0,10,8,47_-1_-1,
649D,649,Genesect,Bug,Steel,Purple,5,1.5,82.5,71,120,95,120,95,99,9,6,0,11,0,47_-1_-1,
666Arc,666,Vivillon,Bug,Flying,White,6,1.2,17,80,52,50,90,50,89,0,1,3,11,1,197_30_66,
666Con,666,Vivillon,Bug,Flying,White,6,1.2,17,80,52,50,90,50,89,0,2,3,11,2,197_30_66,
666Ele,666,Vivillon,Bug,Flying,White,6,1.2,17,80,52,50,90,50,89,0,3,3,11,3,197_30_66,
666Gar,666,Vivillon,Bug,Flying,White,6,1.2,17,80,52,50,90,50,89,0,4,3,11,4,197_30_66,
666Hig,666,Vivillon,Bug,Flying,White,6,1.2,17,80,52,50,90,50,89,0,5,3,11,5,197_30_66,
666Icy,666,Vivillon,Bug,Flying,White,6,1.2,17,80,52,50,90,50,89,0,6,3,11,6,197_30_66,
666Jun,666,Vivillon,Bug,Flying,White,6,1.2,17,80,52,50,90,50,89,3,0,3,11,7,197_30_66,
666Mar,666,Vivillon,Bug,Flying,White,6,1.2,17,80,52,50,90,50,89,3,1,3,11,8,197_30_66,
666Mod,666,Vivillon,Bug,Flying,White,6,1.2,17,80,52,50,90,50,89,3,2,3,12,0,197_30_66,
666Mon,666,Vivillon,Bug,Flying,White,6,1.2,17,80,52,50,90,50,89,3,3,3,12,1,197_30_66,
666Oce,666,Vivillon,Bug,Flying,White,6,1.2,17,80,52,50,90,50,89,3,4,3,12,2,197_30_66,
666Pol,666,Vivillon,Bug,Flying,White,6,1.2,17,80,52,50,90,50,89,3,5,3,12,3,197_30_66,
666Riv,666,Vivillon,Bug,Flying,White,6,1.2,17,80,52,50,90,50,89,3,6,3,12,4,197_30_66,
666San,666,Vivillon,Bug,Flying,White,6,1.2,17,80,52,50,90,50,89,1,0,3,12,5,197_30_66,
666Sav,666,Vivillon,Bug,Flying,White,6,1.2,17,80,52,50,90,50,89,1,1,3,12,6,197_30_66,
666Sun,666,Vivillon,Bug,Flying,White,6,1.2,17,80,52,50,90,50,89,1,2,3,12,7,197_30_66,
666Tun,666,Vivillon,Bug,Flying,White,6,1.2,17,80,52,50,90,50,89,1,3,3,12,8,197_30_66,
666Fan,666,Vivillon,Bug,Flying,White,6,1.2,17,80,52,50,90,50,89,1,4,3,13,0,197_30_66,
666Pok,666,Vivillon,Bug,Flying,White,6,1.2,17,80,52,50,90,50,89,1,5,3,13,1,197_30_66,
676Hea,676,Furfrou,Normal,,White,6,1.2,28,75,80,60,65,90,102,1,6,3,13,7,69_-1_-1,
676Sta,676,Furfrou,Normal,,White,6,1.2,28,75,80,60,65,90,102,4,0,3,13,8,69_-1_-1,
676Dia,676,Furfrou,Normal,,White,6,1.2,28,75,80,60,65,90,102,4,1,3,13,9,69_-1_-1,
676Deb,676,Furfrou,Normal,,White,6,1.2,28,75,80,60,65,90,102,4,2,3,14,0,69_-1_-1,
676Mat,676,Furfrou,Normal,,White,6,1.2,28,75,80,60,65,90,102,4,3,3,14,1,69_-1_-1,
676Dan,676,Furfrou,Normal,,White,6,1.2,28,75,80,60,65,90,102,4,4,3,14,2,69_-1_-1,
676Lar,676,Furfrou,Normal,,White,6,1.2,28,75,80,60,65,90,102,4,5,3,14,3,69_-1_-1,
676Kab,676,Furfrou,Normal,,White,6,1.2,28,75,80,60,65,90,102,4,6,3,14,4,69_-1_-1,
676Pha,676,Furfrou,Normal,,White,6,1.2,28,75,80,60,65,90,102,2,0,3,14,5,69_-1_-1,
773Fig,773,Silvally,Fighting,,Grey,7,2.3,100.5,95,95,95,95,95,95,2,1,3,8,0,178_-1_-1,
773Fly,773,Silvally,Flying,,Grey,7,2.3,100.5,95,95,95,95,95,95,2,2,3,3,0,178_-1_-1,
773Poi,773,Silvally,Poison,,Grey,7,2.3,100.5,95,95,95,95,95,95,2,3,3,6,5,178_-1_-1,
773Gro,773,Silvally,Ground,,Grey,7,2.3,100.5,95,95,95,95,95,95,2,4,3,8,2,178_-1_-1,
773Roc,773,Silvally,Rock,,Grey,7,2.3,100.5,95,95,95,95,95,95,2,5,3,9,4,178_-1_-1,
773Bug,773,Silvally,Bug,,Grey,7,2.3,100.5,95,95,95,95,95,95,2,6,3,13,2,178_-1_-1,
773Gho,773,Silvally,Ghost,,Grey,7,2.3,100.5,95,95,95,95,95,95,5,0,3,7,2,178_-1_-1,
773Ste,773,Silvally,Steel,,Grey,7,2.3,100.5,95,95,95,95,95,95,5,1,3,7,0,178_-1_-1,
773Fir,773,Silvally,Fire,,Grey,7,2.3,100.5,95,95,95,95,95,95,5,2,3,9,3,178_-1_-1,
773Wat,773,Silvally,Water,,Grey,7,2.3,100.5,95,95,95,95,95,95,5,3,3,14,5,178_-1_-1,
773Gra,773,Silvally,Grass,,Grey,7,2.3,100.5,95,95,95,95,95,95,5,4,3,13,3,178_-1_-1,
773Ele,773,Silvally,Electric,,Grey,7,2.3,100.5,95,95,95,95,95,95,5,5,3,11,5,178_-1_-1,
773Psy,773,Silvally,Psychic,,Grey,7,2.3,100.5,95,95,95,95,95,95,5,6,3,12,5,178_-1_-1,
773Ice,773,Silvally,Ice,,Grey,7,2.3,100.5,95,95,95,95,95,95,6,0,3,8,3,178_-1_-1,
773Dra,773,Silvally,Dragon,,Grey,7,2.3,100.5,95,95,95,95,95,95,6,1,3,7,3,178_-1_-1,
773Dar,773,Silvally,Dark,,Grey,7,2.3,100.5,95,95,95,95,95,95,6,2,3,7,4,178_-1_-1,
773Fai,773,Silvally,Fairy,,Grey,7,2.3,100.5,95,95,95,95,95,95,6,3,3,7,3,178_-1_-1,
6GM,6,Charizard,Fire,Flying,Red,1,28,90.5,78,84,78,109,85,100,7,5,0,9,4,20_-1_206,
12GM,12,Butterfree,Bug,Flying,White,1,17,32,60,45,50,90,80,70,9,7,0,13,3,30_-1_240,
25GM,25,Pikachu,Electric,,Yellow,1,21,6,35,55,40,50,50,90,0,0,0,11,6,216_-1_112,
52GM,52,Meowth,Normal,,Yellow,1,33,4.2,40,45,35,40,40,90,6,4,3,14,6,149_236_251,
68GM,68,Machamp,Fighting,,Grey,1,25,130,90,130,80,65,85,55,5,5,0,8,1,79_139_217,
94GM,94,Gengar,Ghost,Poison,Purple,1,20,40.5,60,65,60,130,75,110,2,4,0,7,3,35_-1_-1,
99GM,99,Kingler,Water,,Red,1,19,60,55,130,115,50,50,75,5,2,0,14,6,89_196_195,
131GM,131,Lapras,Water,Ice,Blue,1,24,220,130,85,80,85,95,60,7,5,0,14,7,257_196_88,
133GM,133,Eevee,Normal,,Brown,1,18,6.5,55,55,50,45,65,55,6,5,3,14,7,181_1_7,
143GM,143,Snorlax,Normal,,Black,1,35,460,160,110,65,65,110,30,6,6,3,14,8,95_239_72,
569GM,569,Garbodor,Poison,,Green,5,21,107.3,80,95,82,60,82,75,7,3,0,6,6,221_261_3,
809GM,809,Melmetal,Steel,,Grey,7,25,800,135,143,143,80,65,34,6,6,1,7,1,104_-1_-1,
823GM,823,Corviknight,Flying,Steel,Purple,8,14,75,98,87,105,53,85,67,0,0,4,3,1,159_251_127,
826GM,826,Orbeetle,Bug,Psychic,Red,8,14,40.8,60,45,110,80,120,90,1,0,4,13,4,229_67_237,
834GM,834,Drednaw,Water,Rock,Green,8,1,115.5,90,115,90,48,68,74,11,8,0,14,8,224_196_231,
839GM,839,Coalossal,Rock,Fire,Black,8,42,310.5,110,80,120,80,90,30,2,0,4,9,5,218_58_60,
841GM,841,Flapple,Grass,Dragon,Green,8,24,1,70,110,80,95,60,70,9,4,0,13,4,176_72_87,
842GM,842,Appletun,Grass,Dragon,Green,8,24,13,110,85,80,100,80,30,9,4,0,13,5,176_72_239,
844GM,844,Sandaconda,Ground,,Green,8,22,65.5,72,107,125,65,70,71,3,0,4,8,3,184_194_186,
849GM,849,Toxtricity,Electric,Poison,Purple,8,24,40,75,98,70,114,70,75,3,2,4,12,0,165_151_236,
851GM,851,Centiskorch,Fire,Bug,Red,8,75,120,100,115,65,90,90,65,3,3,4,9,5,60_262_58,
858GM,858,Hatterene,Psychic,Fairy,Pink,8,26,5.1,57,90,45,136,103,29,0,1,4,12,6,81_7_117,
861GM,861,Grimmsnarl,Dark,Fairy,Purple,8,32,61,95,120,65,95,75,60,1,1,4,7,5,158_67_148,
869GM,869,Alcremie,Fairy,,Pink,8,30,0.5,65,60,75,110,121,64,0,2,4,7,4,230_-1_9,
879GM,879,Copperajah,Steel,,Green,8,23,650,122,130,69,80,69,30,0,3,4,7,2,195_-1_83,
884GM,884,Duraludon,Steel,Dragon,White,8,43,40,70,95,115,120,50,85,1,2,4,7,3,111_83_213,
3GM,3,Venusaur,Grass,Poison,Green,1,24,100,80,82,83,100,100,80,9,5,0,13,6,143_-1_24,
9GM,9,Blastoise,Water,,Blue,1,25,85.5,79,83,100,85,105,78,11,9,0,14,9,241_-1_170,
812GM,812,Rillaboom,Grass,,Green,8,28,90,100,125,90,60,70,85,1,3,4,13,7,143_-1_76,
815GM,815,Cinderace,Fire,,White,8,27,33,80,116,75,65,75,119,2,1,4,9,6,20_-1_110,
818GM,818,Inteleon,Water,,Blue,8,40,45.2,70,85,75,125,65,120,2,2,4,14,10,241_-1_203,
892GM,892,Urshifu,Fighting,Dark,Grey,8,29,105,100,130,100,63,60,97,2,3,4,8,2,252_-1_-1,
892RGM,892,Urshifu,Fighting,Water,Grey,8,26,105,100,130,100,63,60,97,3,1,4,8,3,252_-1_-1,
890GM,890,Eternatus,Poison,Dragon,Purple,8,100,950,255,115,250,125,250,130,0,4,4,7,0,159_-1_-1,
